Coder,Asset_Name,Brand,Lead_Country,Year_Produced,Year_Aired,Segment,Agency,Character_Name,Character_Description,Prominence,Animated,Animated Specify,Gender,Trans,Race,Race Other/Specify,API,Skin tone,Sexual Orientation,Queer,Age,Disabled,Disability Specify,Body Type,Shopping,Driving,Cleaning,Cooking,Working,Socializing,Nothing,EatingDrinking,Exercising,Other Activity,Activity Other Specify,Kitchen,Office,Car,Store,Outdoors,Living Room,Restaurant/Bar,Gym,Bedroom,Bathroom,Sporting Event,Classroom,Setting Other,Other Setting Specify,Revealing Clothing,Nudity,Visually Objectified,Verbally Objectified,Intelligent,Funny,Occupation,Leader,Authority,Q27a_Disordered_Eating,Q27b_Selfy_injury,Q27c_NegativeTalk,Q27d_Body_Modification,Q28a_Visual_Shame,Q28b_Verbal_Shame,Q28c_Sizeist_Slurs,Q28d_Punchline,Q28e_Denied_Personal_Opportunity,Q28f_Denied_Professional_Opportunity,Q28g_Other_Prejudice,Q28g_Prejudice_Other_Specify,Q29a_Lazy,Q29b_Physically_Slow,Q29c_Stupid,Q29d_Loser,Q29e_Inactive,Q29f_Poorly_Dressed,Q29g_Funny,Q29h_Jolly,Q29i_Clumsy,Q29j_Alone,Q30a_Comic_Relief,Q30b_Sidekick,Q30c_Mamma_Hen,Q30d_Nympho,Q31_Fat_to_Fit,Q32_Inspo_Porn,Q31_NOTES,Notes on Dwelling
Nosh,Boot Camp 4x5 (:06),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,,Trainer, ,1,0, ,1,0,1, ,999,999,1,0,5,0,,6,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,1,1,0,0,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Boot Camp 4x5 (:06),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,,Trainer, ,1,0, ,1,0,1, ,999,999,1,0,5,0,,6,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,1,1,0,0,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Duty Dodge (1:30),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,,Trainer, ,1,0, ,1,0,1, ,999,999,1,0,5,0,,6,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,1,1,0,0,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Hannah,Rabies (:15),Banfield,USA,2019,2019,Petcare,,Dog owner,Dog owner,1,0, ,1,0,2, ,999,999,1,0,4,0,,3,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,Non-descript background,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Hannah,Rabies (:15),Banfield,USA,2019,2019,Petcare,,Vet,Vet,1,0, ,2,0,3, ,888,999,1,0,4,0,,3,0,0,0,0,1,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,Non-descript background,0,0,0,0,2,0,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Hannah,Rabies (:15),Banfield,USA,2019,2019,Petcare,,Internet,The internet,1,0, ,1,0,6, ,999,999,1,0,4,0,,3,0,0,0,0,0,0,1,1,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,Non-descript background,0,0,0,0,3,3,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Hannah,Search (:15),Banfield,USA,2019,2019,Petcare,,Vet,Vet,1,0, ,2,0,1, ,999,999,1,0,5,0,,3,0,0,0,0,1,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,Non-descript background,0,0,0,0,2,0,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Hannah,Search (:15),Banfield,USA,2019,2019,Petcare,,Internet,The internet,1,0, ,1,0,1, ,999,999,1,0,4,0,,3,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,Non-descript background,0,0,0,0,3,3,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Hannah,Puppy Bowl (:20),Pedigree,Russia,2019,2019,Petcare,,Referee,Referee,1,0, ,1,0,1, ,999,999,1,0,5,0,,3,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,1,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Hannah,Errands (:06),Pedigree,USA,2018,2019,Petcare,,Man 1,Man running errands,1,0, ,1,0,2, ,999,999,1,0,4,0,,3,0,0,0,0,0,1,1,0,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Hannah,Errands (:06),Pedigree,USA,2018,2019,Petcare,,Man 2,Man reading newspaper,1,0, ,1,0,1, ,999,999,1,0,4,0,,3,0,0,0,0,0,1,1,0,0,1,Reading,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,3,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Hannah,Messy Baby (:15),Pedigree,USA,2016,2019,Petcare,,Dad,Dad,1,0, ,1,0,1, ,999,999,1,0,4,0,,3,0,0,0,0,0,0,1,0,0,1,Parenting/feeding baby,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,2,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Hannah,Welcome Home (:06),Pedigree,USA,2018,2019,Petcare,,Woman 2,Woman coming home,1,0, ,2,0,1, ,999,999,1,0,4,0,,3,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jenna,Balloon,MARS,United States,2018,2019,Petcare,,Man,With dog,1,0, ,1,0,2, ,999,999,1,0,4,0,,3,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,2,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jenna,Roberto (EN and Canadian FR),MARS,Canada,2019,2019,Petcare,,Man on date,Gray jacket,1,0, ,1,0,1, ,999,999,1,0,6,0,,3,0,0,0,0,0,1,1,1,0,0, ,1,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0,0,0,0,2,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Confusión (:20),Pedigree,Argentina,2019,2019,Petcare,,Man,pet owner,1,0, ,1,0,4, ,999,999,1,0,5,0,,3,0,0,0,0,0,0,0,0,0,1,feeding pet,1,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Jardín (:20),Pedigree,Argentina,2019,2019,Petcare,,Man,pet owner,1,0, ,1,0,4, ,999,999,1,0,5,0,,3,0,0,0,0,0,0,0,0,0,1,feeding pet,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Meredith Conroy,Balloon,MARS,United States,2018,2019,Petcare,,dog owner, ,1,0, ,1,0,2, ,999,999,1,0,4,0,,3,0,0,0,0,0,0,0,0,0,1,playing fetch,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,9,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Conspiracy (:15),Banfield,USA,2019,2019,Petcare,,Woman,drinking tea,1,0, ,2,0,1, ,999,999,1,0,6,0,,3,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,warehouse,0,0,0,0,1,3,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Conspiracy (:15),Banfield,USA,2019,2019,Petcare,,Vet, ,1,0, ,1,0,2, ,999,999,1,0,5,0,,3,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,warehouse,0,0,0,0,2,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Duty Dodge (1:30),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,,Mom, ,1,0, ,2,0,1, ,999,999,1,0,7,0,,3,0,0,0,0,0,0,0,0,0,1,hugging,0,0,0,0,0,0,0,0,0,0,0,0,1,airport,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Challenge 16x9 (:15),Cesar/My Dog,USA,2019,2019,Petcare,,Host, ,1,0, ,1,0,1, ,999,999,1,0,5,0,,3,0,0,0,0,1,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,2,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Mixed 16x9 (:15),Cesar/My Dog,USA,2019,2019,Petcare,,Host, ,1,0, ,1,0,1, ,999,999,1,0,5,0,,3,0,0,0,0,1,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,2,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Winner Winner 16x9 (:15),Cesar/My Dog,USA,2019,2019,Petcare,,Host, ,1,0, ,1,0,1, ,999,999,1,0,5,0,,3,0,0,0,0,1,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,2,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Hannah,Search (:15),Banfield,USA,2019,2019,Petcare,,Cat owner,Cat owner,1,0, ,2,0,2, ,999,999,1,0,4,0,,2,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,Non-descript background,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Conspiracy (:15),Banfield,USA,2019,2019,Petcare,,Woman, ,1,0, ,2,0,1, ,999,999,1,0,4,0,,2,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,warehouse,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Baby Shower 4x5 (:06),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,,Actor,man in a dress,1,0, ,1,0,1, ,999,999,1,0,4,0,,2,0,0,0,0,0,0,0,0,0,1,carrying cake,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Baby Shower 4x5 (:10),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,,Actor, ,1,0, ,1,0,1, ,999,999,1,0,4,0,,2,0,0,0,0,0,0,0,0,0,1,carrying cake,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Duty Dodge (:20),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,,Actor, ,1,0, ,1,0,1, ,999,999,1,0,4,0,,2,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,dining room,0,0,0,0,0,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Duty Dodge (:20),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,,Woman,serving food,1,0, ,2,0,1, ,999,999,1,0,7,0,,2,0,0,0,0,0,0,0,0,0,1,serving food,0,0,0,0,0,0,0,0,0,0,0,0,1,dining room,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Duty Dodge (1:30),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,,Actor, ,1,0, ,1,0,1, ,999,999,1,0,4,0,,2,0,0,1,0,0,0,0,1,1,1,"hugging, carrying cake, moving furniture",0,0,0,0,1,0,0,0,0,0,0,0,1,"dining room, airport, stairwell",1,1,0,0,0,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Duty Dodge (1:30),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,,Woman,serving food,1,0, ,2,0,1, ,999,999,1,0,7,0,,2,0,0,0,0,0,0,0,0,0,1,serving food,0,0,0,0,0,0,0,0,0,0,0,0,1,dining room,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Mixed 16x9 (:15),Cesar/My Dog,USA,2019,2019,Petcare,,Chef, ,1,0, ,2,0,2, ,999,999,1,0,5,0,,2,0,0,0,0,0,0,1,0,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,3,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Peas Please 16x9 (:15),Cesar/My Dog,USA,2019,2019,Petcare,,Chef, ,1,0, ,1,0,1, ,999,999,1,0,4,0,,2,0,0,0,0,0,0,1,0,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,3,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,The Dish 16x9 (:15),Cesar/My Dog,USA,2019,2019,Petcare,,Chef, ,1,0, ,2,0,1, ,999,999,1,0,5,0,,2,0,0,0,0,0,0,1,0,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Crooner (:15),Sheba/Dine,Germany,2019,2019,Petcare,,Crooner, ,1,0, ,1,0,1, ,999,999,1,0,6,0,,2,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,stage,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Crooner (:20),Sheba/Dine,Germany,2019,2019,Petcare,,Crooner, ,1,0, ,1,0,1, ,999,999,1,0,6,0,,2,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,stage,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Crooner (1:30),Sheba/Dine,Germany,2019,2019,Petcare,,Crooner, ,1,0, ,1,0,1, ,999,999,1,0,6,0,,2,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,stage,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,New Friends (:20),Pedigree,Russia,2019,2019,Petcare,,Coach,on stage,1,0, ,1,0,1, ,999,999,1,0,6,0,,3,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,auditorium,0,0,0,0,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Baby Shower 4x5 (:06),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,,Pregnant Woman, ,2,0, ,2,0,1, ,999,999,1,0,3,0,,888,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Baby Shower 4x5 (:10),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,,Pregnant Woman, ,2,0, ,2,0,1, ,999,999,1,0,3,0,,888,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Hannah,Proposal (:15),Sheba/Dine,Russia,2019,2019,Petcare,,Woman 2,Woman holding engagement ring,2,0, ,2,0,1, ,999,999,1,0,5,0,,4,0,0,0,0,0,1,1,0,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Hannah,Nightshift,Cesar,USA,2015,2019,Petcare,,Security guard,Security guard,2,0, ,1,0,1, ,999,999,1,0,4,0,,3,0,0,0,0,1,0,1,1,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Hannah,Ball-iday,Cesar/My Dog,USA,2019,2019,Petcare,,Woman,Woman at Christmas tree,2,0, ,2,0,2, ,999,999,1,0,4,0,,3,0,0,0,0,0,1,1,0,0,1,Decorating Christmas tree,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Hannah,Movie Night (:15),Cesar/My Dog,USA,2019,2019,Petcare,,Woman,Woman hanging out with dog,2,0, ,2,0,2, ,999,999,1,0,4,0,,3,0,0,0,0,0,0,1,0,0,1,Watching TV,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Hannah,Puppy Bowl (:20),Pedigree,Russia,2019,2019,Petcare,,Dog Owner 2,"Man, grey shirt",2,0, ,1,0,1, ,999,999,1,0,4,0,,3,0,0,0,0,0,0,0,0,0,1,Competing in Puppy Bowl,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Hannah,Puppy Bowl (:20),Pedigree,Russia,2019,2019,Petcare,,Dog Owner 3,"Man, blue hoodie",2,0, ,1,0,1, ,999,999,1,0,3,0,,3,0,0,0,0,0,0,0,0,0,1,Competing in Puppy Bowl,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Hannah,Messy Baby (:15),Pedigree,USA,2016,2019,Petcare,,Baby,Baby,2,0, ,888,0,1, ,999,999,1,0,1,0,,3,0,0,0,0,0,0,1,1,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Hannah,Predator (:15),Pedigree,USA,2017,2019,Petcare,,Woman,Woman on couch,2,0, ,2,0,1, ,999,999,1,0,4,0,,3,0,0,0,0,0,0,1,0,0,1,Feeding dog,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Hannah,Proposal (:15),Sheba/Dine,Russia,2019,2019,Petcare,,Man,Man proposing,2,0, ,1,0,1, ,999,999,1,0,4,0,,3,0,0,0,0,0,1,0,0,0,1,Feeding a cat,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,3,2,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Hannah,Vibrant Dinner (:20),Whiskas/Kal Kan,Russia,2019,2019,Petcare,,Dad,Dad cooking,2,0, ,1,0,1, ,999,999,1,0,4,0,,3,0,0,0,1,0,1,0,0,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,1,Dining room,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Hannah,Vibrant Dinner (:20),Whiskas/Kal Kan,Russia,2019,2019,Petcare,,Child,Child playing with cat,2,0, ,1,0,1, ,999,999,1,0,1,0,,3,0,0,0,0,0,1,0,0,0,1,Playing with cat,1,0,0,0,0,1,0,0,0,0,0,0,1,Dining room,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jenna,Boxes,IAMS,Canada,2019,2019,Petcare,,Girl,With cat,2,0, ,2,0,2, ,999,999,1,0,1,0,,3,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jenna,Roberto (EN and Canadian FR),MARS,Canada,2019,2019,Petcare,,Woman on date,Green dress,2,0, ,2,0,1, ,999,999,1,0,6,0,,3,0,0,0,0,0,1,1,1,0,0, ,1,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Car Wash vs Dog 9x16 (:10),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,,Man, ,2,0, ,1,0,3, ,888,999,1,0,4,0,,3,0,0,1,0,0,0,0,0,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Duty Dodge (:20),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,,Woman, ,2,0, ,2,0,1, ,999,999,1,0,7,0,,3,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,dining room,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Duty Dodge (:20),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,,Man,eyepatch,2,0, ,1,0,2, ,999,999,1,0,7,0,,3,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,dining room,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Duty Dodge (:20),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,,Man with beard, ,2,0, ,1,0,1, ,999,999,1,0,7,0,,3,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,dining room,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Duty Dodge (1:30),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,,Man with beard, ,2,0, ,1,0,1, ,999,999,1,0,7,0,,3,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,dining room,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Duty Dodge (1:30),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,,Man with sign, ,2,0, ,1,0,1, ,999,999,1,0,6,0,,3,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,airport,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Duty Dodge (1:30),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,,Dad, ,2,0, ,1,0,1, ,999,999,1,0,7,0,,3,0,0,0,0,0,0,0,0,0,1,hugging,0,0,0,0,0,0,0,0,0,0,0,0,1,airport,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Duty Dodge (1:30),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,,Woman, ,2,0, ,2,0,1, ,999,999,1,0,3,0,,3,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Hand Wash vs Dog 9x16 (:10),Cesar/My Dog,[Global - Toolkit],2019,2019,Petcare,,Man, ,2,0, ,1,0,3, ,888,999,1,0,4,0,,3,0,0,1,0,0,0,0,0,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Abnormal/Normal (:20),Pedigree,Russia,2019,2019,Petcare,,Man, ,2,0, ,1,0,1, ,999,999,1,0,4,0,,3,0,0,0,0,0,0,0,0,0,1,rolling in mud,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Abnormal/Normal (:20),Pedigree,Russia,2019,2019,Petcare,,Girl, ,2,0, ,2,0,1, ,999,999,1,0,1,0,,3,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Wake Up Scene (:06),Pedigree,France,2019,2019,Petcare,,Girl, ,2,0, ,2,0,1, ,999,999,1,0,1,0,,3,0,0,0,0,0,0,0,0,0,1,sleeping and running,0,0,0,0,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Pedigree Pupbooth (:10),Pedigree,USA,2019,2019,Petcare,,Man, ,2,0, ,1,0,2, ,999,999,1,0,3,0,,3,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Perfect Fit Search - Cat (:20),Perfect Fit,Russia,2019,2019,Petcare,,Eduard, ,2,0, ,1,0,1, ,999,999,1,0,6,0,,3,0,0,0,0,0,0,0,0,0,1,holding a cat,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Paint with Perfect Portions (:15),Sheba/Dine,[Global - Toolkit],2019,2019,Petcare,,Man, ,2,0, ,1,0,1, ,999,999,1,0,5,0,,3,0,0,0,0,0,0,0,0,0,1,painting,1,0,0,0,0,0,0,0,0,0,0,0,1,staircase,0,0,0,0,1,2,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Hannah,Puppy Bowl (:20),Pedigree,Russia,2019,2019,Petcare,,Dog Owner 1,"Woman, pink shirt",2,0, ,2,0,1, ,999,999,1,0,4,0,,2,0,0,0,0,0,0,0,0,0,1,Competing in Puppy Bowl,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Hannah,Puppy Bowl (:20),Pedigree,Russia,2019,2019,Petcare,,Dog Owner 4,Woman in blue shirt,2,0, ,2,0,1, ,999,999,1,0,4,0,,2,0,0,0,0,0,0,0,0,0,1,Competing in Puppy Bowl,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Hannah,Proposal (:15),Sheba/Dine,Russia,2019,2019,Petcare,,Woman 1,Woman in pink dress,2,0, ,2,0,1, ,999,999,1,0,4,0,,2,0,0,0,0,0,1,0,0,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Hannah,Vibrant Dinner (:20),Whiskas/Kal Kan,Russia,2019,2019,Petcare,,Mom,Mom,2,0, ,2,0,1, ,999,999,1,0,4,0,,2,0,0,0,1,0,1,0,0,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,1,Dining room,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
